FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,SEX,Sex (DESC),AGE,Age (DESC),EDU_LEV_HIGHEST,Highest level of education attained,,Time (TIME_PERIOD),Observation,OBS_STATUS,Observation status
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary,,2021-Q4,52.840294,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary,,2022-Q1,53.881448,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary,,2022-Q2,54.121397,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary,,2022-Q3,54.155169,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary,,2022-Q4,54.358306,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary,,2023-Q1,55.296427,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary,,2023-Q2,53.792481,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2023-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university,, doctoral and specialization courses)',2023-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2021-Q2,43.911856,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2021-Q3,44.257389,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2021-Q4,46.734942,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2022-Q1,46.364119,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2022-Q2,47.301075,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2022-Q3,48.495269,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2022-Q4,48.123391,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2023-Q1,48.394188,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total,,2023-Q2,48.072947,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2021-Q2,75.925519,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2021-Q3,75.747746,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2021-Q4,78.405696,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2022-Q1,75.879728,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2022-Q2,76.236121,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2022-Q3,77.305662,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2022-Q4,76.678094,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2023-Q1,77.700815,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total,,2023-Q2,78.647345,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2023-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree,, primary and lower secondary school certificate',2023-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2021-Q2,77.767591,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2021-Q3,78.840366,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2021-Q4,79.859142,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2022-Q1,77.722148,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2022-Q2,77.306475,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2022-Q3,76.741419,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2022-Q4,78.43855,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2023-Q1,79.282388,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary,,2023-Q2,81.527397,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2023-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university,, doctoral and specialization courses)',2023-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2021-Q2,77.1206,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2021-Q3,76.761454,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2021-Q4,78.174423,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2022-Q1,76.896783,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2022-Q2,77.038264,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2022-Q3,77.010623,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2022-Q4,78.491115,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2023-Q1,79.765197,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total,,2023-Q2,79.924537,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2021-Q2,78.015115,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2021-Q3,78.212336,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2021-Q4,77.048163,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2022-Q1,79.504282,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2022-Q2,78.842518,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2022-Q3,76.198434,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2022-Q4,77.847099,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2023-Q1,79.71158,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total,,2023-Q2,80.418849,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2021-Q2,50.211246,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2021-Q3,49.42275,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2021-Q4,48.807461,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2022-Q1,49.210619,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2022-Q2,52.682615,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2022-Q3,50.770182,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2022-Q4,53.637148,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2023-Q1,54.154383,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total,,2023-Q2,57.041928,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2023-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree,, primary and lower secondary school certificate',2023-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2021-Q2,65.642912,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2021-Q3,66.107618,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2021-Q4,65.714073,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2022-Q1,67.314641,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2022-Q2,68.21925,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2022-Q3,66.981206,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2022-Q4,69.326824,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2023-Q1,69.129917,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary,,2023-Q2,71.541036,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2023-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2023-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2021-Q2,59.873894,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2021-Q3,59.689915,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2021-Q4,58.620096,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2022-Q1,60.33509,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2022-Q2,62.139565,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2022-Q3,59.615265,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2022-Q4,61.021032,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2023-Q1,62.057226,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total,,2023-Q2,64.721635,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2023-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree,, primary and lower secondary school certificate',2023-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2021-Q2,66.253977,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2021-Q3,67.147762,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2021-Q4,68.052078,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2022-Q1,67.594751,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2022-Q2,67.819048,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2022-Q3,67.730387,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2022-Q4,68.905596,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2023-Q1,69.308369,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary,,2023-Q2,70.294137,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2023-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2023-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2021-Q2,65.090592,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2021-Q3,64.983201,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2021-Q4,65.887834,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2022-Q1,65.925088,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2022-Q2,66.788311,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2022-Q3,66.04835,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2022-Q4,67.151002,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2023-Q1,68.104327,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total,,2023-Q2,68.98892,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2022-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2023-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree,, primary and lower secondary school certificate',2023-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2021-Q2,65.086216,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2021-Q3,65.433646,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2021-Q4,66.587503,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2022-Q1,66.551361,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2022-Q2,66.732131,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2022-Q3,66.236172,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2022-Q4,67.809592,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2023-Q1,68.047011,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary,,2023-Q2,69.429088,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2021-Q4,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q1,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q2,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q3,,
Q,Quarterly,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university,, doctoral and specialization courses)',2022-Q4,,
